@relation 'twitter_spam_data'
@attribute LenghtOfProfileName NUMERIC
@attribute LenghtOfProfileDescription NUMERIC
@attribute NumberOfFollowings NUMERIC
@attribute NumberOfFollowers NUMERIC
@attribute NumberOfTweetsPost NUMERIC
@attribute AgeOfTheUserAccount NUMERIC
@attribute RatioOfNumberOfFollowingsAndFollowers NUMERIC
@attribute ReputationOfTheUser NUMERIC
@attribute FollowingRate NUMERIC
@attribute NumberOfWords NUMERIC
@attribute NumberOfCharacters NUMERIC
@attribute NumberOfCapitalizationCharacter NUMERIC
@attribute NumberOfCapitalizationWordPerWord NUMERIC
@attribute MaxWordLenght NUMERIC
@attribute MeanWordLenght NUMERIC
@attribute NumberOfExclamationMark NUMERIC
@attribute NumberOfQuestionMark NUMERIC
@attribute NumberOfURL NUMERIC
@attribute URLPerWord NUMERIC
@attribute NumberOfHashtag NUMERIC
@attribute HashtagPerWord NUMERIC
@attribute NumberOfMention NUMERIC
@attribute MentionPerWord NUMERIC
@attribute NumberOfSpamWord NUMERIC
@attribute SpamWordPerWord NUMERIC
@ATTRIBUTE class {spam,legitimate}
@data 
12,17,41,121,10692,47,2.95,0.75,0.87,9,129,20,2.22,23,0,0,0,1,0.11,3,0.33,0,0.0,0,0.0,%%%%%%%%%#Fashion #Icon #AudreyHepburn - Funny Face Yorkshire Terrier 8x10 B&amp;W Picture https://t.co/Qt5REpYhVt https://t.co/jbsqDuHM4Z
8,16,20,7,318,204,0.35,0.26,0.1,13,105,6,0.46,18,0,0,0,0,0.0,1,0.08,1,0.08,0,0.0,%%%%%%%%%RT @Pontifex: Love, by its nature, is communication; it leads to openness and sharing. #ComMisericordia50
12,98,365,605,28304,366,1.66,0.62,1.0,22,116,8,0.36,17,0,1,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @JackJackJohnson: Portugal is crazy I can already tell! Last two shows here :) not ready for it to be over yet 😭
8,58,42,14,634,2172,0.33,0.25,0.02,11,95,13,1.18,23,0,0,0,0,0.0,0,0.0,2,0.18,0,0.0,%%%%%%%%%RT @PLLTVSeries: Waking up on the weekend got us like… (via @shaymitch) https://t.co/iXqEzspWwW
12,2,41,17,707,1160,0.41,0.29,0.04,9,98,14,1.56,23,0,0,0,0,0.0,1,0.11,1,0.11,0,0.0,%%%%%%%%%RT @MuggleNet: Today in #PotterHistory Harry used "Sectumsempra" on Draco. https://t.co/ujVIqJ9Fg7
12,158,3,50,1134,8,16.67,0.94,0.38,10,140,14,1.4,23,0,0,0,2,0.2,2,0.2,1,0.1,1,0.09,%%%%%%%%%RT @HackingNewsTeam: Hacker steals hundreds of millions of email passwords - https://t.co/ncvRuDHAkb https://t.co/zrS7oaNRiL #hacked #hacki…
11,86,588,693,17606,456,1.18,0.54,1.29,12,79,7,0.58,16,0,0,0,0,0.0,0,0.0,2,0.17,1,0.08,%%%%%%%%%@Mipocochin_3 @tittie_hooligan Hi Miho 😄 yes Taty I hope you are OK now 😊😘😘
13,132,1014,1160,15603,1256,1.14,0.53,0.81,9,98,11,1.22,23,0,0,0,0,0.0,0,0.0,3,0.33,0,0.0,%%%%%%%%%RT @MeaganRoseKT: @pagetpaget &amp; @stevedamstra are goals all the way 😍 https://t.co/NdytB0MQFd
14,28,2,3866,112253,215,1933.0,1.0,0.01,6,55,7,1.17,23,0,0,0,1,0.17,1,0.17,0,0.0,0,0.0,%%%%%%%%%xxx https://t.co/2DrA6Ob65B May 07, 2016 at 11:00PM #眠い
12,154,1615,1476,52473,1568,0.91,0.48,1.03,23,140,16,0.7,13,0,0,0,0,0.0,0,0.0,1,0.04,1,0.04,%%%%%%%%%RT @buttbangtan: MY BABY BOY NOOO :((( the beginning when he was choking up like he couldnt breathe properly Fuck that broke me https://t.c…
15,88,96,407,14364,1623,4.24,0.81,0.06,10,56,3,0.3,9,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%RT @quiijas: I watched a lot of mud wrestling last night
10,50,4598,4687,36799,671,1.02,0.5,6.85,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
13,86,232,572,1510,2373,2.47,0.71,0.1,9,75,11,1.22,14,0,0,2,0,0.0,0,0.0,2,0.22,0,0.0,%%%%%%%%%@SandyHiltonPT @GregLehman Palm trees? Is this the Guess What Airport game?
10,4,293,392,31385,1794,1.34,0.57,0.16,7,54,5,0.71,16,0,0,0,0,0.0,0,0.0,1,0.14,0,0.0,%%%%%%%%%RT @InternallyIost: Real feelings don't just "go away"
9,30,1593,2429,80081,2850,1.52,0.6,0.56,20,140,4,0.2,17,0,0,1,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%I love @HillaryClinton's argument that a convicted hacker cannot possibly have hacked a server because he is known have hacked.

Make sense?
14,143,2824,3917,40915,736,1.39,0.58,3.84,21,113,8,0.38,8,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @1MeLrO: You know what's crazy 

That it actually doesn’t have a bone in it 

Nope doesn’t keep me up at night
9,4,73,636,23421,935,8.71,0.9,0.08,4,140,13,3.25,17,0,0,0,0,0.0,0,0.0,9,2.25,0,0.0,%%%%%%%%%RT @DiosasLesbianas: Sex girlfriends @cumcumlover @lyla_belle2 @PornPica @Boogie_1969 @AdultBrazil @Vickss69 @R_sidney_V @miavianet https:/…
11,80,3692,4641,34386,1534,1.26,0.56,2.41,16,132,23,1.44,23,0,0,0,1,0.06,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @Marissa_ADF: I can't even...NY Gov. Cuomo Bans State Travel to North Carolina But Encourages Cuba Visits https://t.co/bhMwUbu8Ga
10,95,1294,1673,25153,1771,1.29,0.56,0.73,5,44,5,1.0,23,0,0,0,1,0.2,0,0.0,0,0.0,0,0.0,%%%%%%%%%She was so fine 😭😍 https://t.co/WT7jZzYnre
14,33,608,815,12905,1904,1.34,0.57,0.32,8,38,2,0.25,8,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I want wings... Someone get wings w me
14,4,76,62,35375,1494,0.82,0.45,0.05,23,135,4,0.17,13,0,0,0,0,0.0,1,0.04,0,0.0,0,0.0,%%%%%%%%%by constantly propagating our disconnection from our Self.  Let me see if even I can #understand what I am
attempting to share with you
13,34,1764,1546,314517,580,0.88,0.47,3.04,5,43,7,1.4,23,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Funny 80s in Poland https://t.co/tSjvr5VEGU
14,125,1402,593,7937,511,0.42,0.3,2.74,13,140,13,1.0,23,0,3,0,0,0.0,2,0.15,1,0.08,0,0.0,%%%%%%%%%"Of course I'm alright! @PDlegend ..I've invaded many pitches brother!..but never with such conviction!"#cafc #RDOut https://t.co/z3LPhPV8qQ
13,102,182,468,5130,1254,2.57,0.72,0.15,4,33,5,1.25,23,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%And I did https://t.co/YYuVicd2td
13,89,160,182,504,33,1.14,0.53,4.85,17,133,19,1.12,26,0,1,0,1,0.06,1,0.06,1,0.06,0,0.0,%%%%%%%%%@LaQuanCarter10 Man Yhall Go Watch my video Wont bE A Wate of time! 💯🔥 Straight Out of Roanoke Va
https://t.co/de4YlOldh3 #LocoLoco
13,152,39,131,59,38,3.36,0.77,1.03,3,37,8,2.67,23,0,4,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%It's Time!!!! https://t.co/taHKPsDNT8
13,157,1945,2422,1432,967,1.25,0.55,2.01,15,140,12,0.8,23,0,0,0,1,0.07,0,0.0,2,0.13,0,0.0,%%%%%%%%%RT @skyfullofbacon: From @TweetsofTacos' Titus Ruscitti, the definitive guide to sizzlin' hot pork on a spit https://t.co/ZqZlsEAAmf https:…
8,152,9710,30709,153297,2206,3.16,0.76,4.4,13,140,20,1.54,23,0,0,0,1,0.08,1,0.08,1,0.08,0,0.0,%%%%%%%%%RT @EliasRussezki: Big B2B and B2C Companies: Fix SEO and Content Marketing Strategies… https://t.co/y4NN9krYf4 #contentmarketing https://t…
10,65,220,283,3771,672,1.29,0.56,0.33,22,135,4,0.18,12,0,0,0,0,0.0,0,0.0,1,0.05,1,0.04,%%%%%%%%%RT @MrRigginss: she was art. her smile worth more than picasso. eyes gorgeous like the starry night. my mona lisa. my personal gallery.
10,4,194,338,22947,1938,1.74,0.64,0.1,11,72,3,0.27,15,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @boredbabe1995: Mfs be having friends for parents smh i cannot relate
7,4,440,1003,59755,1969,2.28,0.7,0.22,11,96,16,1.45,23,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @VeryRichDILF: Kristen Stewart and Soko are couple and asthetic goals https://t.co/RRSSwrk0pK
10,137,90,430,81268,2040,4.78,0.83,0.04,18,95,2,0.11,11,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @babetexts: im gonna like ur selfie even if u didnt like mine to show whos the better person
8,17,54,30,5629,1085,0.56,0.36,0.05,13,69,2,0.15,12,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I asked for free samples of galactomyces essence. And they gave me 4.
11,13,65,38,518,1230,0.58,0.37,0.05,18,89,4,0.22,9,0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Now I'm seasoning a cast iron while having to Journey. I got this adult thing in the bag!
9,101,932,960,12847,1825,1.03,0.51,0.51,17,140,10,0.59,14,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @TonyPivetta: Neither Chinese, nor Mohammedans, nor Africans apologize for their civilizations. Westerners apologize. For the greatest c…
9,4,159,16,18,1002,0.1,0.09,0.16,10,80,19,1.9,23,0,1,0,1,0.1,0,0.0,1,0.1,0,0.0,%%%%%%%%%RT @Zoella: THIS IS INSANE! You are one talented lady 😘 https://t.co/A6IN55nzaw
9,42,1610,1597,1277949,2730,0.99,0.5,0.59,19,136,14,0.74,23,0,0,0,1,0.05,0,0.0,0,0.0,0,0.0,%%%%%%%%%CNN: Spiritual leader hacked to death: A Sufi Muslim spiritual leader was hacked to death in Bangladesh, the ... https://t.co/TbgIfWWU3E
14,29,46054,55856,276,829,1.21,0.55,55.55,13,91,6,0.46,16,0,0,0,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @RegretThoughts: When you're right, no one remembers. When you're wrong, no one forgets.
12,151,2239,604,625,2110,0.27,0.21,1.06,20,126,6,0.3,16,0,0,0,0,0.0,0,0.0,1,0.05,1,0.05,%%%%%%%%%@ChronBrianSmith Gomez's poor play speaks for itself. You didn't need to be such a piece of shit with that quote. Inexcusable.
15,118,284,414,3272,2247,1.46,0.59,0.13,5,73,6,1.2,23,0,1,0,1,0.2,3,0.6,0,0.0,0,0.0,%%%%%%%%%Looking for a Theatre #Nurse in #CoCork! #careers https://t.co/4Sq7jhvwkf
15,8,966,1738,55396,1768,1.8,0.64,0.55,10,52,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%felix is sad because andrea left him for another day
10,30,37,3,890,68,0.08,0.08,0.54,11,128,11,1.0,23,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @Crispbond009: Tiffany - Snapchat 160507 “Sunny attempt #1” ซันนี่ไม่ใจเลยค่ะ 55555555555555555555555 https://t.co/5ZsBq9PSNj
10,88,2323,1816,58799,2491,0.78,0.44,0.93,9,65,7,0.78,11,0,1,0,0,0.0,0,0.0,2,0.22,0,0.0,%%%%%%%%%RT @mdunaj: @UptownGreg love you legend, I rock with Uptown Greg!
11,122,954,1494,407005,2297,1.57,0.61,0.42,8,106,12,1.5,23,0,0,0,1,0.13,1,0.13,0,0.0,0,0.0,%%%%%%%%%Monster Canada Wildfire Could 'Double in Size'... https://t.co/xsSlodio3n #mcgnews https://t.co/IIdGaobBQ9
12,5,6,4,407,0,0.67,0.4,2.147483647E9,20,139,9,0.45,16,0,3,0,0,0.0,1,0.05,2,0.1,0,0.0,%%%%%%%%%RT @babitatyagi0: @Gurmeetramrahim Thank You for connecting us with the real aim f our life !Your are the Great Spiritual Guide ,indeed !!…
8,50,289,618,59178,1472,2.14,0.68,0.2,15,140,34,2.27,26,0,0,0,0,0.0,2,0.13,1,0.07,0,0.0,%%%%%%%%%RT @MQMSMC: Pic 14
MQM USA Protest in Los Angeles Against ExtraJudicial Killings of #MQM Workers in Pak
#MQMAtWhiteHouse4Aftab https://t.co…
12,96,1191,673,15753,2226,0.57,0.36,0.54,14,83,2,0.14,13,0,0,0,0,0.0,0,0.0,1,0.07,1,0.07,%%%%%%%%%RT @honestkeegs: suicide doesn't end the pain, it just passes it on to someone else
13,77,613,89,8127,304,0.15,0.13,2.02,7,95,10,1.43,23,0,0,0,0,0.0,0,0.0,2,0.29,0,0.0,%%%%%%%%%RT @mesmerichowell: @mesmerichowell Dan and Phil: hold hands
Bodyguard: https://t.co/Bd208pRRMU
6,83,92,4786,41947,971,52.02,0.98,0.09,10,56,4,0.4,10,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%RT @maIumchh: call me little red bcs I'll be riding hood
10,65,108,134,1438,1096,1.24,0.55,0.1,14,110,10,0.71,23,0,0,0,1,0.07,0,0.0,0,0.0,0,0.0,%%%%%%%%%You dream of soaring unrestrained through the galaxy at warp s... More for Sagittarius https://t.co/5XIL3PEWY3
11,4,679,1333,29297,318,1.96,0.66,2.14,12,67,4,0.33,15,0,0,0,0,0.0,0,0.0,1,0.08,2,0.15,%%%%%%%%%RT @taijahjackson: I could cry not but I ain't no pussy ass hoe😩😂
11,26,73,107,6472,768,1.47,0.59,0.1,11,123,23,2.09,23,0,0,0,1,0.09,0,0.0,2,0.18,0,0.0,%%%%%%%%%RT @TOMLINSONbelg: Lottie Tomlinson models the Ariana Grande for Lipsy collection @JohannahDarling  https://t.co/R4G9Q8dHqP
11,4,2,5,4251,134,2.5,0.71,0.01,14,130,10,0.71,23,0,0,0,1,0.07,3,0.21,0,0.0,0,0.0,%%%%%%%%%I have completed the quest 'Add 1 Neighbor.' in the #Android game The Tribez.  https://t.co/mtIxoTZT1r #androidgames, #gameinsight
9,4,5,4,32303,1631,0.8,0.44,0.0,11,97,10,0.91,23,0,1,0,1,0.09,1,0.09,0,0.0,0,0.0,%%%%%%%%%I just completed the Iron Town adventure. You should try it! https://t.co/BLPJ8BZjom #gameinsight
12,4,83,17,7188,2501,0.2,0.17,0.03,14,104,9,0.64,23,0,0,0,1,0.07,0,0.0,0,0.0,0,0.0,%%%%%%%%%You're invincible now, or so you think, believing that your sk... More for Aries https://t.co/WF4QSF6Hxj
15,65,2731,6368,163148,1257,2.33,0.7,2.17,15,130,24,1.6,23,0,0,0,1,0.07,0,0.0,0,0.0,0,0.0,%%%%%%%%%ICYMI: Samoa Joe on joining NXT, Triple H and his relationship with Vince McMahon… https://t.co/nUSTOKyvdp https://t.co/sp38rJvPPH
15,149,1665,1128,892628,2663,0.68,0.4,0.63,17,130,14,0.82,23,0,0,0,1,0.06,0,0.0,0,0.0,0,0.0,%%%%%%%%%☼Ð Betsey Johnson Crossbody  handbag purse or Clutch  bone/black quilted hearts    https://t.co/ZvGtvU1rTZ https://t.co/2GZaBE1m6M
13,140,148,437,18111,893,2.95,0.75,0.17,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
11,45,348,216,4045,633,0.62,0.38,0.55,16,105,5,0.31,13,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @gerardway: Sits on porch
Wearing overalls
A blade of wheat in my mouth, and tuning an acoustic guitar
12,19,365,110,11358,2178,0.3,0.23,0.17,12,69,4,0.33,9,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Tripled captained Big Andy lads, I'm convinced this is gonna pay off.
9,158,183,10534,3047,510,57.56,0.98,0.36,16,129,18,1.13,23,0,0,0,1,0.06,0,0.0,2,0.13,0,0.0,%%%%%%%%%I liked a @YouTube video from @mrsuicidesheep https://t.co/GWg4cVMFZM Andrew Luce &amp; Graves - Up To You (feat. Chelsea Cutler)
14,84,1049,1600,50098,497,1.53,0.6,2.11,17,133,16,0.94,23,0,0,0,1,0.06,0,0.0,0,0.0,0,0.0,%%%%%%%%%Graham Thomson: RCMP officer resists temptation to check on his own home in Fort McMurray.. Related Articles: https://t.co/wQOuHGeguU
15,47,296,179,2541,38,0.6,0.38,7.79,11,89,10,0.91,23,0,0,1,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @MarineNewHope: Can I meet this cutie this year please? 🙏🏼❤️ https://t.co/RkRPqhm7xe
10,17,411,1737,25504,741,4.23,0.81,0.55,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
15,27,35701,37620,8,383,1.05,0.51,93.21,11,102,20,1.82,23,0,0,0,1,0.09,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @LoIFunnyHaha: 10 Mistakes You Can Never Take Back (Funniest Fails Gallery) https://t.co/V1U4Fk2SpX
13,35,372,256,11206,2445,0.69,0.41,0.15,2,23,1,0.5,12,0,0,0,0,0.0,0,0.0,1,0.5,0,0.0,%%%%%%%%%@Hernameisal they won't
15,75,291,225,519,402,0.77,0.44,0.72,6,77,10,1.67,29,0,0,0,1,0.17,1,0.17,0,0.0,0,0.0,%%%%%%%%%Let there be no doubt. #VirginiaIsForCraftBeerLovers  https://t.co/jE9gMTvuai
10,60,178,124,5829,417,0.7,0.41,0.43,14,76,3,0.21,8,0,1,0,0,0.0,0,0.0,1,0.07,0,0.0,%%%%%%%%%@BTS_twt thank you for today! you make us happy for the whole day. rest well
13,4,174,47,136,244,0.27,0.21,0.71,19,111,1,0.05,9,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%@zeejfigs you're beautiful never in a life time let a problem bring you down keep your head up Beautiful 😊👍👌
15,15,213,366,4868,876,1.72,0.63,0.24,25,126,6,0.24,11,0,0,0,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%RT @lsabeIIah: Once you find true love, don't expect to find it again. So hold on to it, hug it, embrace it while you have it.
15,17,2948,1606,2804,232,0.54,0.35,12.71,4,138,13,3.25,42,0,0,0,1,0.25,4,1.0,0,0.0,0,0.0,%%%%%%%%%Bright Cheery Sunflowers
Affordable Original Watercolors

https://t.co/CbaogSdOtB
#etsy #country #decor #sunflower https://t.co/hUrdzR1E7a
8,26,87,159,5830,1669,1.83,0.65,0.05,14,63,2,0.14,7,0,0,1,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Best way to my heart? Telling me you have 5 rescue dogs at home
14,17,97,66,93,45,0.68,0.4,2.16,16,105,5,0.31,13,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @gerardway: Sits on porch
Wearing overalls
A blade of wheat in my mouth, and tuning an acoustic guitar
8,25,377,268,4774,689,0.71,0.42,0.55,14,88,6,0.43,12,0,0,0,0,0.0,0,0.0,1,0.07,0,0.0,%%%%%%%%%RT @SimplyAJ10: In a miraculous change of events, the 🌞🌞🌞 has decided to show itself.
14,4,964,161,898,1790,0.17,0.14,0.54,22,139,12,0.55,17,0,1,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @realDonaldTrump: Goofy Elizabeth Warren and her phony Native American heritage are on a Twitter rant. She is too easy! I'm driving her…
13,4,730,144,249,24,0.2,0.16,30.42,16,140,11,0.69,23,0,0,0,1,0.06,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @SInow: The Dream Team's lead physician will auction off Michael Jordan's shoes and more memorabilia https://t.co/Jvbglz7rqV https://t.c…
9,153,17056,34154,11283,2170,2.0,0.67,7.86,6,88,9,1.5,23,0,0,0,1,0.17,2,0.33,0,0.0,0,0.0,%%%%%%%%%Outsmart Unplanned (and Costly) Employee Overtime: #HR #strategy https://t.co/Ki7cPh509f
10,21,286,732,25920,1403,2.56,0.72,0.2,7,64,11,1.57,23,0,0,0,0,0.0,0,0.0,1,0.14,0,0.0,%%%%%%%%%RT @WeddingCatcher: I would cry for days https://t.co/YS0cNIHyY5
5,4,47,225,1131754,502,4.79,0.83,0.09,5,52,7,1.4,23,0,0,0,1,0.2,0,0.0,1,0.2,0,0.0,%%%%%%%%%＠qhd May 07, 2016 at 11:00PM https://t.co/UWvlG625zU
14,16,353,356,12977,1225,1.01,0.5,0.29,4,18,1,0.25,5,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Mad busy today ugh
15,107,19,71,3191,51,3.74,0.79,0.37,9,144,33,3.67,23,0,0,1,1,0.11,4,0.44,0,0.0,0,0.0,%%%%%%%%%FashionFunBlog: LOVE or NOT? NEW #OUTFIT BY johannaeolsson &gt;&gt; https://t.co/zP8M6VXkav #fashionblogger #OOTD #tren… https://t.co/oJJoN5qoWn
8,128,601,373,7827,1772,0.62,0.38,0.34,11,60,5,0.45,10,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Addicted to FB Basketball atm... Challenge me if you dare :)
10,36,331,771,13153,759,2.33,0.7,0.44,14,110,11,0.79,12,0,0,0,0,0.0,0,0.0,1,0.07,0,0.0,%%%%%%%%%RT @MIAKHALlFA: i'm so clingy, annoying, jealous, pyscho, obsessive, territorial &amp; loving. sorry not sorry
7,1,249,381,37050,813,1.53,0.6,0.31,10,79,18,1.8,23,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%RT @IslamIs4all: When you say to someone, I LOVE YOU... https://t.co/fPeFNJwJnl
15,90,1010,1308,33605,1669,1.3,0.56,0.61,9,48,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%' can you people start texting before y'all call
14,60,157,227,8152,794,1.45,0.59,0.2,12,129,10,0.83,23,0,0,0,0,0.0,3,0.25,2,0.17,1,0.08,%%%%%%%%%RT @winterVerry1230: (Pre) 160507 화야연화 on stage epilogue #태형 #뷔 #방탄소년단 @BTS_twt My beautiful butterfly 💕 https://t.co/1I5Hxhkyqo
13,122,978,1204,166029,2357,1.23,0.55,0.41,4,41,13,3.25,11,0,1,0,0,0.0,1,0.25,2,0.5,0,0.0,%%%%%%%%%RT @RosieCFC: Come on @ChelseaFC! 💙 #CFC
10,2,70,48,155,453,0.69,0.41,0.15,11,61,4,0.36,14,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @_tiyannaaaa_: I can't wait until I move out this house 🙄
13,82,47667,60034,23154,732,1.26,0.56,65.12,14,135,34,2.43,23,0,0,0,1,0.07,2,0.14,0,0.0,0,0.0,%%%%%%%%%Snatch this early Special Price for tomorrow 
8/1 SPURS + LIVERPOOL win
⏩ https://t.co/8lrnTNLmKR ⚽️ #THFC #LFC https://t.co/nNiZHCqZhe
13,90,431,274,4228,1542,0.64,0.39,0.28,4,76,4,1.0,23,0,2,0,0,0.0,2,0.5,0,0.0,1,0.2,%%%%%%%%%Happy Saturday Brides!! #sayyestothedress #shoplocal https://t.co/8j9tpsCsyy
14,157,141,551,178713,1477,3.91,0.8,0.1,11,134,16,1.45,23,0,0,0,1,0.09,2,0.18,0,0.0,0,0.0,%%%%%%%%%#Hot Fleer Showcase 15-16 Zachary Fucale Rookie Metal Universe Montreal Canadiens https://t.co/xPtGleiwdn #F4F https://t.co/jQ86jPn3se
11,34,661,175,3761,200,0.26,0.21,3.31,7,95,17,2.43,23,0,0,0,1,0.14,0,0.0,1,0.14,0,0.0,%%%%%%%%%RT @CNNPolitics: Bob Dole endorses Donald Trump https://t.co/U0MqL7t1Qb https://t.co/O4zt2uXddJ
12,59,223,84,6982,1361,0.38,0.27,0.16,8,85,2,0.25,15,0,0,0,0,0.0,1,0.13,1,0.13,3,0.33,%%%%%%%%%RT @ninjasexparty: in brightest day
in blackest night
#buttsex rules
it's hella tight
9,81,2746,2637,33938,2427,0.96,0.49,1.13,12,123,15,1.25,23,0,0,0,2,0.17,0,0.0,0,0.0,0,0.0,%%%%%%%%%Startup connects stay-at-home moms with flexible work | The Seattle Times - https://t.co/FuoDc9NoZX https://t.co/SBjNuGOcvD
8,88,95,168,1511,1214,1.77,0.64,0.08,5,56,7,1.4,23,0,0,0,1,0.2,0,0.0,1,0.2,0,0.0,%%%%%%%%%Family time again (at @gastia) — https://t.co/sNkMiQ2SLF
15,55,1419,1631,15195,922,1.15,0.53,1.54,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
12,21,314,452,46012,2497,1.44,0.59,0.13,4,47,8,2.0,23,0,0,0,0,0.0,0,0.0,1,0.25,1,0.2,%%%%%%%%%RT @rhythmtaa: hot damn https://t.co/DqUaAUKF89
11,4,259,68761,5677,1386,265.49,1.0,0.19,11,126,60,5.45,23,0,1,1,0,0.0,0,0.0,2,0.18,0,0.0,%%%%%%%%%RT @WagTangaPost: WANT 1000 FOLLOWERS FAST?

FOLLOW @gelinelatac
LIKE WHEN DONE
WAIT AFTER 10 MIMUTES! https://t.co/dPU4D7Ufgk
12,35,348,1287,89613,1717,3.7,0.79,0.2,6,90,17,2.83,36,0,1,0,1,0.17,1,0.17,1,0.17,0,0.0,%%%%%%%%%RT @SLAMonline: Iman Shumpert with the nasty putback! #NBAPlayoffs
https://t.co/XLcZ8RixkP
9,75,655,212,248,122,0.32,0.24,5.37,13,91,20,1.54,23,0,0,0,1,0.08,0,0.0,0,0.0,0,0.0,%%%%%%%%%The Nu Project Has Been Redefining The Nude Photo For Over A Decade https://t.co/NNYXDX1lD4
14,102,0,23,4,1100,2.147483647E9,0.0,0.0,11,135,9,0.82,23,0,0,0,1,0.09,3,0.27,0,0.0,0,0.0,%%%%%%%%%Create shortuts to frequently used projects directly on your #android home screen. https://t.co/07164MBTEZ 
#TimeTracking #Productivity
10,44,680,549,8907,1106,0.81,0.45,0.61,14,105,8,0.57,23,0,0,0,1,0.07,0,0.0,0,0.0,0,0.0,%%%%%%%%%Even those people who usually admire your cool and casual styl... More for Gemini https://t.co/UbVvwhPP3G
8,12,188,48,1625,1578,0.26,0.2,0.12,14,107,7,0.5,23,0,0,0,1,0.07,0,0.0,0,0.0,0,0.0,%%%%%%%%%Your current dilemma involves the pull between wanting to be s... More for Aquarius https://t.co/y7U0oELP1t
9,160,688,12342,7241,2522,17.94,0.95,0.27,10,55,3,0.3,8,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Very early yellow for Cahill - for bringing down Defoe.
8,128,760,4499,2830,2143,5.92,0.86,0.35,11,124,8,0.73,23,0,2,0,0,0.0,1,0.09,1,0.09,1,0.08,%%%%%%%%%Don’t worry, we’ve double checked! Kennywood IS open today! @kenny_kangaroo (#Repost: @rude_cutlass) https://t.co/fd34GybqOJ
9,48,362,473,1675,1010,1.31,0.57,0.36,6,63,6,1.0,23,0,0,0,1,0.17,0,0.0,1,0.17,0,0.0,%%%%%%%%%I'm at Arma Pro Bilgisayar w/ @hurcan60 https://t.co/BoqH9xlfs3
10,84,279,20,478,384,0.07,0.07,0.73,6,85,17,2.83,23,0,0,0,0,0.0,1,0.17,1,0.17,0,0.0,%%%%%%%%%RT @NayantharaU: #FallinLoveWithINA 💗releasing on May 20th🎥 https://t.co/qIK6WnCGYu
